Website,Treatment,FP,FCP,LT,Joules,Trial
75_medium,prefixed,515.2,515.3,2294.0,4.9387176,1
75_medium,prefixed,548.3,548.5,9773.0,8.8276716,2
75_medium,prefixed,515.2,515.2,1529.0,3.9496356000000006,3
75_medium,prefixed,573.1,573.2,1566.0,4.624149599999999,4
75_medium,prefixed,558.3,558.5,2274.0,4.7858112,5
75_medium,prefixed,508.8,509.0,2199.0,4.799358,6
75_medium,prefixed,498.0,498.2,2160.0,4.8623004,7
75_medium,prefixed,500.9,501.1,2246.0,4.830829199999999,8
75_medium,prefixed,532.2,532.3,2300.0,5.192748,9
76_forbes,prefixed,555.7,555.9,1350.0,5.8693788,0
76_forbes,prefixed,691.9,692.0,1483.0,4.407328799999999,1
76_forbes,prefixed,531.7,531.8,1425.0,4.932633599999999,2
76_forbes,prefixed,613.6,613.7,1547.0,4.689208799999999,3
76_forbes,prefixed,521.9,521.9,1383.0,4.924116,4
76_forbes,prefixed,643.1,643.3,1458.0,5.0668632,5
76_forbes,prefixed,549.1,549.1,1462.0,4.609475999999999,6
76_forbes,prefixed,611.7,611.8,1569.0,5.0668632,7
77_sourceforge,prefixed,1408.6,1408.7,1783.0,4.796063999999999,0
77_sourceforge,prefixed,641.5,641.6,961.0,3.319452,1
77_sourceforge,prefixed,595.5,595.6,920.0,4.1699340000000005,2
77_sourceforge,prefixed,651.1,651.1,1243.0,3.807144,3
77_sourceforge,prefixed,715.3,715.4,1049.0,3.6191880000000003,4
77_sourceforge,prefixed,623.9,624.0,1021.0,3.6058176000000004,5
77_sourceforge,prefixed,646.5,646.7,948.0,3.7127519999999996,6
77_sourceforge,prefixed,786.3,786.4,1197.0,3.6506591999999998,7
77_sourceforge,prefixed,607.7,607.7,894.0,3.3037199999999998,8
77_sourceforge,prefixed,687.3,722.9,999.0,3.649824,9
79_spotify,prefixed,819.1,819.2,974.0,3.2572691999999996,0
79_spotify,prefixed,1072.0,3909.0,1521.0,3.9662783999999998,1
79_spotify,prefixed,460.3,540.8,980.0,3.1628556,2
79_spotify,prefixed,562.5,562.5,1078.0,3.2730048000000003,3
79_spotify,prefixed,588.6,588.7,1051.0,3.6034524,4
79_spotify,prefixed,1277.7,1277.8,1029.0,3.3516828,5
79_spotify,prefixed,526.5,526.6,1052.0,3.2100624,6
79_spotify,prefixed,555.2,555.3,1069.0,3.2580144,7
79_spotify,prefixed,546.8,546.8,1034.0,3.383928,8
79_spotify,prefixed,530.8,530.8,1200.0,3.776544,9
82_imdb,prefixed,2431.7,2431.8,16235.0,19.922112000000002,0
82_imdb,prefixed,871.9,872.0,8387.0,10.131408,1
82_imdb,prefixed,829.2,829.3,3777.0,8.0880984,2
82_imdb,prefixed,690.4,746.1,3907.0,6.7033656,3
82_imdb,prefixed,867.2,867.3,3756.0,6.575976,4
82_imdb,prefixed,759.9,809.6,3955.0,6.6404232,5
82_imdb,prefixed,849.4,849.5,3808.0,6.9866064,6
82_imdb,prefixed,666.0,758.6,3897.0,6.9708708,7
82_imdb,prefixed,785.8,824.0,4027.0,6.8921928,8
83_bongacams,prefixed,1371.5,4807.9,4084.0,10.2479904,0
83_bongacams,prefixed,1072.0,3909.0,2678.0,7.474410000000001,1
83_bongacams,prefixed,612.7,4830.1,2112.0,7.002342,2
83_bongacams,prefixed,625.7,6914.2,2239.0,8.229718799999999,3
83_bongacams,prefixed,620.8,3868.9,2276.0,7.2541116,4
83_bongacams,prefixed,571.2,3501.6,1798.0,7.2069048,5
83_bongacams,prefixed,628.9,3542.7,1967.0,6.434388,6
83_bongacams,prefixed,930.3,3718.2,2158.0,6.811956,7
83_bongacams,prefixed,850.2,3986.6,2728.0,9.205326,8
83_bongacams,prefixed,727.8,3469.7,2001.0,8.182512,9
87_ebay,prefixed,518.1,518.2,1519.0,4.636850399999999,0
87_ebay,prefixed,587.0,587.1,1459.0,4.766795999999999,1
87_ebay,prefixed,593.5,593.6,1361.0,10.401231600000001,2
87_ebay,prefixed,603.2,603.3,1526.0,4.578011999999999,3
87_ebay,prefixed,557.0,557.1,1445.0,4.237030799999999,4
87_ebay,prefixed,574.6,574.7,1473.0,4.9252427999999995,5
87_ebay,prefixed,554.5,554.5,1598.0,4.7310912,6
87_ebay,prefixed,526.5,526.6,1389.0,4.716359999999999,7
87_ebay,prefixed,595.6,595.6,1456.0,4.8623004,8
88_aliexpress,prefixed,542.0,637.3,939.0,3.6207648,0
88_aliexpress,prefixed,472.2,472.3,814.0,3.4618320000000002,1
88_aliexpress,prefixed,587.0,587.1,915.0,3.85434,2
88_aliexpress,prefixed,1405.1,1405.2,902.0,3.3037199999999998,3
88_aliexpress,prefixed,514.3,514.3,1006.0,3.54051,4
88_aliexpress,prefixed,602.1,602.2,930.0,3.34755,5
88_aliexpress,prefixed,1257.4,1700.8,908.0,3.4775676,6
88_aliexpress,prefixed,555.8,677.3,986.0,3.7608083999999993,7
88_aliexpress,prefixed,703.8,703.8,977.0,3.4295759999999995,8
88_aliexpress,prefixed,976.0,1019.3,898.0,3.2730048000000003,9
89_stackoverflow,prefixed,2255.5,2255.5,2899.0,5.284742400000001,0
89_stackoverflow,prefixed,558.6,558.7,1118.0,4.1541984,1
89_stackoverflow,prefixed,762.3,762.4,1068.0,3.3524496,2
89_stackoverflow,prefixed,1106.8,1133.2,1049.0,3.335184,3
89_stackoverflow,prefixed,623.9,624.0,1112.0,3.3022080000000003,4
89_stackoverflow,prefixed,700.4,700.5,1058.0,3.5877168000000004,5
89_stackoverflow,prefixed,791.9,792.0,1099.0,3.7705536,6
89_stackoverflow,prefixed,703.8,703.8,1061.0,3.3831539999999998,7
89_stackoverflow,prefixed,555.2,555.3,1089.0,3.7756799999999995,8
89_stackoverflow,prefixed,523.5,523.7,1073.0,3.5562455999999996,9
91_bbc,prefixed,1532.7,1532.9,3739.0,5.5753487999999995,0
91_bbc,prefixed,518.1,518.2,1876.0,4.167072,1
91_bbc,prefixed,1534.5,1534.6,2435.0,5.58486,2
91_bbc,prefixed,3792.8,3792.9,7054.0,10.2124044,3
91_bbc,prefixed,883.3,883.3,1660.0,4.4689103999999995,4
91_bbc,prefixed,774.0,774.1,1824.0,4.688136,5
91_bbc,prefixed,606.4,606.5,1509.0,4.3902323999999995,6
91_bbc,prefixed,694.7,694.8,1912.0,4.7364156,7
91_bbc,prefixed,1106.3,1106.4,2035.0,16.897248,8
91_bbc,prefixed,814.6,814.7,1816.0,4.2486120000000005,9
92_archive,prefixed,677.0,677.1,707.0,3.350916,0
92_archive,prefixed,688.8,780.2,711.0,3.698711999999999,1
92_archive,prefixed,683.9,684.1,682.0,2.9268216000000002,2
92_archive,prefixed,549.6,549.7,731.0,3.1464,3
92_archive,prefixed,782.5,782.6,676.0,3.3044759999999997,4
92_archive,prefixed,684.2,684.3,739.0,3.14712,5
92_archive,prefixed,563.7,563.8,727.0,3.2580144,6
92_archive,prefixed,891.1,891.1,712.0,2.847492,7
95_github,prefixed,472.2,472.3,604.0,4.2181056,0
95_github,prefixed,514.3,514.3,677.0,4.3587612,1
95_github,prefixed,578.1,578.2,756.0,4.911588,2
95_github,prefixed,532.3,532.3,671.0,4.377193200000001,3
